[# ERROR | 2020-11-15 | 16:03:20.427 | PID=14052 | ThreadId=4856 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.214 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.313 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.413 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.513 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.613 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.713 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.812 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:13.913 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.004 | PID=10992 | ThreadId=6048 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.063 | PID=10992 | ThreadId=13416 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.083 | PID=10992 | ThreadId=1164 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.158 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.258 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.359 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.459 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.560 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.659 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.759 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.858 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:14.959 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.058 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.159 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.258 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.359 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.459 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.558 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.659 | PID=10992 | ThreadId=14640 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-01-28 | 21:46:15.677 | PID=10992 | ThreadId=1164 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:00.698 | PID=4032 | ThreadId=6212 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:00.754 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:00.854 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:00.954 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.054 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.154 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.256 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.355 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.454 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.555 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.655 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.754 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.854 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:01.955 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:02.054 | PID=4032 | ThreadId=4292 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:02.059 | PID=4032 | ThreadId=6212 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.552 | PID=4032 | ThreadId=17684 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.618 | PID=4032 | ThreadId=16168 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.657 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.757 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.857 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:07.958 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.057 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.157 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.257 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.357 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.457 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.557 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.657 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.758 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.809 | PID=4032 | ThreadId=10768 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:18:08.930 | PID=4032 | ThreadId=16168 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:06.001 | PID=4032 | ThreadId=2996 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.459 | PID=4032 | ThreadId=21864 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.467 | PID=4032 | ThreadId=12664 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.563 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.664 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.764 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.863 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:11.963 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.064 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.163 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.264 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.364 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.463 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.564 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.664 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.764 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.864 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:12.963 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.063 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.164 | PID=4032 | ThreadId=18492 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.208 | PID=4032 | ThreadId=12664 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.229 | PID=4032 | ThreadId=11940 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.291 | PID=4032 | ThreadId=9360 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.391 | PID=4032 | ThreadId=9360 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.492 | PID=4032 | ThreadId=9360 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.593 | PID=4032 | ThreadId=9360 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-02-03 | 00:25:13.671 | PID=4032 | ThreadId=11940 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
